package,N
twitterwidget,47
simgof,47
SuperRanker,47
svIDE,47
TDPanalysis,47
Tex4exams,47
TSEind,47
tweetcheck,47
NAVAECI,47
Partiallyoverlapping,47
PKPDindex,47
CKMRpop,47
PvSTATEM,47
qcauchyreg,47
ptycho,47
WindCurves,47
EngrEcon,47
hqmisc,47
TableToLongForm,47
LimnoPalettes,47
textab,47
Inquilab,47
PermCor,47
mexicolors,47
ntsDatasets,47
tvmComp,47
unitedR,47
sphereML,47
zoeppritz,47
mcODE,47
NeuDist,47
LRMiss,47
mclink,47
mKBO,47
smss,47
weatherindices,47
yfhist,47
ribiosMath,47
landscapetools,47
datasetviewer,47
leiv,46
hypothesisr,46
shortuuid,46
rabi,46
MGL,46
octopucs,46
shuffle,46
sEparaTe,46
genepi,46
VBV,46
qfa,46
RkMetrics,46
PANPRSnext,46
perplexR,46
pedSimulate,46
phrases,46
blockedFF,46
lareshiny,46
nlsmsn,46
randcorr,46
react,46
RGenetics,46
screenshotbase,46
SEMdeep,46
SetTest,46
shuffleCI,46
simulMGF,46
SlideCNA,46
simqi,46
SnowData,46
spinyReg,46
SPOUSE,46
WordPools,46
WRestimates,46
pblm,46
newFocus,46
ggbump,46
tidydfidx,46
kkmeans,46
spectralAnomaly,46
TopicTestlet,46
TrioSGL,46
InterNL,46
EwR,46
experiences,46
FloodFreqPlot,46
fullROC,46
LearnNonparam,46
FREQ,46
powerHE,46
powerPLS,46
icdcomorbid,46
CLIC,46
implicitExpansion,46
mos,46
nmfbin,46
optDesignSlopeInt,46
reactablefmtr,46
mycolorsTB,46
partialling.out,46
bsTools,46
dwlm,46
ollg,46
MAFLD,46
marinepredator,46
MaxIntTools,46
NetCluster,46
pudu,46
r4subcore,46
Rspotify,46
convertbonds,46
voronoifortune,46
ZooID,46
wildpoker,46
Missplot,46
lorec,46
r4subprofile,46
wikifacts,46
rotulador,46
gerefer,46
VIMean,46
ctpm,46
HSEtest,46
warehouseTools,46
tapkee,46
varbin,46
malvinas,46
tigerhitteR,46
unifyR,46
memify,46
nimblewomble,46
nTARP,46
tree3d,46
kernopt,46
crsnls,46
quantileDA,46
winratiosim,46
bnpMTP,45
ICV,45
tensorBF,45
sgpv,45
RSqlParser,45
elexr,45
FPCA3D,45
PooledMeanGroup,45
PSIndependenceTest,45
MultiSkew,45
TestIndVars,45
rutifier,45
ETRep,45
simIC,45
QDComparison,45
RbyExample,45
RCCPCA,45
repairData,45
RMCLab,45
rmon,45
osum,45
PSAWR,45
orclus,45
first,45
GPEMR,45
rintimg,45
robustETM,45
rtiktokads,45
SEPaLS,45
skewunit,45
soiltillr,45
springpheno,45
StakeholderAnalysis,45
YPmodelPhreg,45
TEQR,45
testequavar,45
StatDataML,45
ipr,45
Rarity,45
sensibo.sky,45
WAnova,45
SEMsensitivity,45
lfebd3,45
LSMjml,45
MissingPlotLSD,45
jsdtools,45
magree,45
RLescalation,45
presmoothedTP,45
defineOptions,45
mmtsne,45
nna,45
muiTreeView,45
winr,45
toon,45
theRefdate,45
ThreeGroups,45
MuFiMeshGP,45
rbridge,45
doofa,45
npExact,45
PVBcorrect,45
TUGLab,45
ricegeneann,45
runes,45
shinypayload,45
woodValuationDE,45
rob,45
r4subscore,45
SFDesign,45
UHM,45
sysreqr,45
tqk,45
UnitStat,45
tout,45
SurfRough,45
SoilFDA,45
neutroSurvey,45
mevr,45
rDecode,45
uk2us,44
ifs,44
rgw,44
optR,44
VariableSelection,44
forestHES,44
seismic,44
vudc,44
MCI,44
MIDN,44
sjdbc,44
rcppmlpackexamples,44
regMMD,44
relcircle,44
Rmolt,44
rmt,44
Rnaught,44
rSCA,44
paletteknife,44
monreg,44
osbng,44
PermutationR,44
pipebind,44
pref,44
pow.int,44
rasterize,44
extr,44
gpk,44
lero.lero,44
rafsi,44
refset,44
RGIFT,44
rfold,44
sapo,44
seinfitR,44
seq2R,44
sicure,44
SIPETool,44
SMLoutliers,44
StablePopulation,44
maxstablePCA,44
iemisc,44
surveysearch,44
MaxSkew,44
ExpRep,44
wstdiff,44
IndexNumber,44
Pomic,44
kNNvs,44
kantorovich,44
pullword,44
TLIC,44
twoStageDesignTMLE,44
SimIndep,44
sped,44
YangHuiMagic,44
mtanan,44
nonLinearDotPlot,44
IPAG,44
LinearRegressionMDE,44
PolyMigR,44
ipeval,44
MOFAT,44
kldtools,44
THETASVM,44
TAShiny,44
Connection,44
titeIR,44
TREDesigns,44
NORMAgene,44
RBBR,44
shinyLottie,44
ammistability,44
tryr,44
SparseICA,44
FSInteract,44
KSA,44
WarnEpi,44
llmflow,44
mimdo,44
vse4ts,44
rsubgroup,44
ggedit,44
SPEV,44
selectapref,44
marradistrees,44
IJSE,44
pcdid,44
SpatialDownscaling,44
SADEG,44
Rato,44
typstable,44
uncertainUCDP,44
sciRmdTheme,44
discoCVI,44
gStream,43
ttbbeer,43
genfrn,43
gIPFrm,43
tfer,43
hetcorFS,43
ribiosArg,43
jlview,43
Rcope,43
rechonest,43
OTUtable,43
PGaovR,43
pempi,43
pEPA,43
precviasBR,43
spheredata,43
tsfngm,43
remode,43
rocsvm.path,43
SAutomata,43
SPINA,43
wrappr,43
SyncMove,43
Table1Heatmap,43
EigenR,43
pearson7,43
UGarima,43
geotools,43
vcov,43
IDLFM,43
MATES,43
multicmp,43
thankr,43
String2AdjMatrix,43
tada,43
modernBoot,43
mscp,43
muckrock,43
nasa,43
HMMHSMM,43
iRepro,43
logrxaddin,43
oshka,43
websearchr,43
gsClusterDetect,43
SNSFdatasets,43
r4subtrace,43
r4subrisk,43
RKUM,43
StatRec,43
wikibooks,43
scidesignR,43
SoilConservation,43
grade,43
valottery,43
SSLfmm,43
numspellR,43
QuanDA,43
xkcdcolors,43
soilchemistry,43
trio,43
intervcomp,42
BonEV,42
ecpc,42
FluxPoint,42
gwrpvr,42
FilmsGmooG,42
MultinomialCI,42
VBMS,42
lhmixr,42
RAP,42
regsubseq,42
pcensmix,42
PolisheR,42
tidyklips,42
rectpacker,42
trdist,42
PSRICalcSM,42
fee,42
foodquotient,42
rocvb,42
samplezoo,42
SDGLM,42
shinyfa,42
stratifiedyh,42
MediaNews,42
wtest,42
LTPDvar,42
HWEintrinsic,42
ds,42
POD,42
g.ridge,42
LePage,42
LFDR.MME,42
insulin.secretion,42
IPMRF,42
transGFM,42
miniGUI,42
mlbstats,42
odiffr,42
mcwr,42
PSSIM,42
IndTestPP,42
svrpath,42
TwoDiRef,42
MatchGATE,42
zendeskR,42
SeasEpi,42
MADtests,42
mixedfact,42
phylosignalDB,42
rconf,42
RMallow,42
SUSENAS,42
prithulib,42
vvsculptor,42
propr,42
nzpullover,42
tmapverse,42
variationalDCM,42
vennDiagramLab,42
trainsplit,42
translit.uk,42
SemiparMF,42
senseR,42
alr3,42
McMiso,42
simFastBOIN,42
snQTL,42
oaii,42
wmwm,42
rsamplr,41
sams,41
BMRBr,41
repsim,41
revert,41
rhnerm,41
rmp,41
permRand,41
pECV,41
PCL,41
ppRank,41
ExpDes.pt,41
rcc,41
flexBCF,41
glmpermu,41
madsim,41
rvalues,41
nutrition,41
SKBD,41
partitionMetric,41
GGMnonreg,41
TPES,41
italy,41
jointNmix,41
JSUparameters,41
nonstat,41
wlsd,41
onlineCOV,41
paneltests,41
MLpreemption,41
MDEI,41
twopexp,41
MixFrac,41
vegIndexCalc,41
VTShiny,41
kaphom,41
MPCI,41
Homeric,41
vottrans,41
corpus,41
Simile,41
propOverlap,41
triangulation,41
mactivate,41
ggstream,41
nose,41
ifit,41
coldrift,41
SurveyDefense,41
RPscoring,41
nordklimdata1,41
uni.shrinkage,41
bvpSolve,41
edgeCorr,40
PMEvapotranspiration,40
MindOnStats,40
SFHNV,40
recoder,40
RenvModule,40
OpenBARD,40
pegs,40
pRSR,40
QQreflimits,40
drone,40
fejiv,40
randChecks,40
RegCalReliab,40
rencher,40
Ritc,40
ronfig,40
rtemis.llm,40
SDPrism2D,40
seqtest,40
simpleSetup,40
ssebiEF,40
pandemics,40
KQM,40
nFunNN,40
XRJulia,40
trunmnt,40
equivUMP,40
WeibullModiAMR,40
popgenr,40
hirisplexr,40
silviculture,40
nonparTrendR,40
tlgarima,40
VegSpecIndex,40
tbd,40
tidydp,40
tropAlgebra,40
pkmon,40
GroupTest,40
hettest,40
MKendall,40
landmix,40
sparseMatEst,40
md,40
ZIM4rv,40
TriLLIEM,40
trustmebro,40
hse,40
PhenotypeSimulator,40
mlf,40
R2wd,40
rdeps,40
biclust,39
restaurant,39
ntranova,39
fpest,39
fizzbuzzR,39
Jcvrisk,39
paperplanes,39
QHOT,39
recor,39
rtist,39
seliNDRIx,39
TwoSampleTest.HD,39
mri,39
moreparty,39
RLeafAngle,39
localFDA,39
FLR,39
promote,39
nabla,39
pater,39
pass.lme,39
SailoR,39
withdots,39
bigReg,39
VIProDesign,39
L2hdchange,39
liureg,39
SoftClustering,39
xlsform2word,39
seeclickfixr,39
rdcor,39
HDCurves,38
quak,38
FourScores,38
GIplot,38
IMPACT,38
PSRICalc,38
ORIClust,38
PEGroupTesting,38
rTephra,38
walkscoreAPI,38
qtbi,38
BNPdensity,38
RealSurvSim,38
RepaymentPlan,38
rKenyaForex,38
paramDemo,38
OSCARS,38
OscillatorGenerator,38
painter,38
pervasive,38
PJCcalculator,38
khisr,38
RGenData,38
rwlifetable,38
SHIP,38
smbdata,38
Snake,38
snapshot,38
sokoban,38
stanza,38
softclassval,38
qboxplot,38
shinyShortcut,38
thgenetics,38
TrtCombo.FactorialExp.SR,38
tzupdater,38
MPCR,38
PartialTL,38
plusCode2,38
RAppArmor,38
MCBackscattering,38
LDheatmap,38
PrivateLR,38
assertive,38
hsdar,38
organik,38
tidyttmoment,38
toonlite,38
tugboat,38
wbCorr,38
SphereOptimize,38
Rcriticor,38
murphydiagram,38
ptwikiwords,38
timechecker,38
microbats,38
SubTite,38
iptools,37
iteratoR,37
spuriouscorrelations,37
RSADBE,37
pbiparams,37
DSsim,37
Records,37
RESS,37
SPYvsSPY,37
subgroup,37
disk.frame,37
quickReg,37
lncDIFF,37
tidyna,37
rpivotTable,37
MKLE,37
SVDMx,37
eider,37
genpwr,37
SudokuDesigns,37
testthatdocs,37
TwoDcDAPSA,37
mycobacrvR,37
HGSL,37
psme,37
RobPC,37
sanitizers,37
HK80,37
NPBBBDAefficiency,37
SAKERNAS,37
salad,37
tcxr,37
phyreg,37
spectrino,37
moose,37
smoothedIPW,37
unexcel,37
COCONUT,37
spatstat.core,37
MDSS,36
MultIS,36
AnomalyScore,36
HTSeedGLM,36
MultiJoin,36
PsiUEngineRL,36
QFRM,36
taxotools,36
Rduino,36
SHAKTI,36
shutterplot,36
snc,36
MOSS,36
ParDNAcopy,36
squeezy,36
uniset,36
MDimNormn,36
powerpkg,36
thermocouple,36
planets,36
MLFDR,36
cancerscreening,36
radar,36
RSSOP,36
StatPerMeCo,36
switchcase,36
TPXG,36
UdderQuarterInfectionData,36
MChtest,36
switchboard,36
resLIK,36
miscIC,36
MED,35
linkcomm,35
fishkirkko2015,35
qdm,35
represent,35
FCUSUM,35
RootscanR,35
sievetest,35
TransP,35
ManyTests,35
TimeDepFrail,35
fugue,35
leptokurticMixture,35
MDOLS,35
nnetLM,35
postinfectious,35
tagr,35
tost.suite,35
types,35
partitionBEFsp,35
Planesmuestra,35
impressionist.colors,35
ineqJD,35
fame,35
RPANDA,35
PAmeasures,35
diverse,35
UCR.ColumnNames,35
kml3d,35
orderstats,35
vaccinationimpact,35
Kifidi,35
svenssonm,35
MetaIntegrator,35
pecan,35
CVR,35
QuantNorm,35
inspectdf,35
mosaicModel,35
ROI.plugin.cplex,35
plotpc,34
neatStats,34
Goodreader,34
rtkore,34
rhmc,34
parade,34
multfisher,34
BTYDplus,34
rFUSION,34
rocNIT,34
smirnov,34
statioVAR,34
POUMM,34
flacco,34
DynamicGP,34
inTrees,34
essentials,34
optical,34
tttplot,34
Ohit,34
Tri.Hierarchical.IBDs,34
ukc19,34
snreg,34
assertive.files,34
bcrm,34
bgsmtr,34
hiddenf,33
MXM,33
ORIONZ.G,33
PODES,33
MSMwRA,33
qgarch,33
rcd3,33
SpecDetec,33
smdata,33
ami,33
straweib,33
VDSPCalibration,33
ojsr,33
cpss,33
LongituRF,33
ppks,33
sonar,33
NMVANOVA,33
glpkAPI,33
bmscstan,33
seasonalytics,33
phreeqc,33
ProbMarg,33
mr.pivw,33
waterYearType,33
mod09nrt,33
assertive.types,33
SSAforecast,33
solarPos,33
UnitCircle,33
medicalrisk,33
yhatr,33
sahpm,32
tidytitanic,32
DemoKin,32
TreeOrderTests,32
rapidxmlr,32
outlying,32
R2PPT,32
wpp2008,32
simdistr,32
pro,32
modTurPoint,32
nhs.predict,32
metamicrobiomeR,32
tatest,32
spectralGraphTopology,32
tigerstats,32
combinIT,32
cmcR,32
acp,32
proccalibrad,32
TPDDev,32
Matrix.utils,32
npmlda,32
exoplanetdata,32
PRMethods,31
rocTools,31
StrainRanking,31
PhysioIndexR,31
mapfit,31
newTestSurvRec,31
tldrDocs,31
missCompare,31
optifunset,31
BANOVA,31
ImpShrinkage,31
CGPfunctions,31
LSMRealOptions,31
haploR,31
metapack,31
deepredeff,31
bibs,31
pltesim,31
ggvoronoi,30
preseqR,30
RImpact,30
Raquifer,30
tidyUSDA,30
IPCAPS,30
icrf,30
StressStrength,30
tripsAndDipR,30
trotter,30
TSdist,30
citmre,30
dynpred,30
pleiotest,30
sasfunclust,30
hBayesDM,30
loggit,30
FKF.SP,30
colorpatch,30
quadtree,30
TransPhylo,30
assertive.datetimes,30
AntMAN,30
datastepr,30
ezmmek,30
hotspot,30
KoulMde,30
BayesGOF,30
BETS,30
superheat,30
nlmixr,29
EBPRS,29
rseedcalc,29
topmodel,29
fuel,29
hglasso,29
gesso,29
fbar,29
ordPens,29
broomExtra,29
RSocrata,29
diffee,29
Momocs,29
kml,29
econetwork,29
esvis,29
NEONiso,29
stpm,29
geoFourierFDA,29
RandomFieldsUtils,29
trimetStops,29
bmabasket,29
gpclib,29
solidauthr,29
summclust,29
blscrapeR,29
replyr,29
mlxR,28
CoOL,28
wrictools,28
transformmos,28
CoFRA,28
NicheBarcoding,28
epicalc,28
dictionar6,28
assertive.numbers,28
HDiR,28
raveio,28
forsearch,28
MCMCtreeR,28
qpmadr,28
gma,28
benchr,28
nirs4alldatasets,28
JacobiEigen,28
rrecsys,28
wiqid,28
giacR,28
GHS,28
AR,28
miRetrieve,28
assertive.reflection,28
biClassify,28
CoxR2,28
klic,28
assertive.strings,28
KlerRSS,28
plotKML,27
miscset,27
BVSNLP,27
phuassess,27
GPCERF,27
gitgadget,27
kazaam,27
tcftt,27
SLBDD,27
hdmed,27
adaHuber,27
rCMA,27
seawaveQ,27
eyeRead,27
bayesbio,27
mosqcontrol,27
DMwR2,27
informedSen,27
nets,27
rgexf,27
modelgrid,27
SemiEstimate,27
spectre,27
DisHet,27
ar.matrix,27
assertive.sets,27
assertive.properties,27
smoother,27
fflr,27
RAZIAD,27
dynamAedes,26
rnoaa,26
communication,26
ICDS,26
MDMAPR,26
bomrang,26
crosstalkr,26
ropendata,26
odfWeave,26
ANOM,26
AF,26
disparityfilter,26
backShift,26
mangoTraining,26
SMMA,26
distreg.vis,26
spaero,26
docreview,26
breakpoint,26
fergm,26
glamlasso,26
growfunctions,26
sparseHessianFD,26
FarmTest,26
DMwR,26
confSAM,26
AGSDest,26
aliases2entrez,26
MSiP,26
assertive.models,26
gamlss.nl,26
NNbenchmark,26
crfsuite,26
WeibullR.learnr,26
adept,26
voiceR,26
data.sketches,26
varequal,26
lassoshooting,25
i2extras,25
LPsmooth,25
Phase12Compare,25
SheetReader,25
flux,25
BACCT,25
elementR,25
ineAtlas,25
oncomsm,25
SPOT,25
ahMLE,25
wearables,25
HHG,25
PGEE,25
BayesRGMM,25
EstMix,25
forestdata,25
ggsector,25
spacejamr,25
graphframes,25
eesim,25
RandomFields,25
mimi,25
DMTL,25
assertive.code,25
horseshoenlm,25
activegp,25
u5mr,25
vdg,25
creditmodel,25
dynamic,24
qtlpoly,24
lazy,24
dvqcc,24
firebehavioR,24
musica,24
IP,24
MiSPU,24
blindreview,24
string2path,24
itsdm,24
doublIn,24
aLFQ,24
disto,24
GreyZones,24
FAMT,24
infuser,24
mixreg,24
symphony,24
leabRa,24
censCov,24
checkpoint,24
chilemapas,24
gripp,24
gyro,24
DrDimont,24
CACIMAR,24
dirmcmc,24
chisq.posthoc.test,24
aws.comprehend,24
oceanis,24
paco,24
TreatmentSelection,24
DPtree,24
eclust,24
ClickClustCont,24
bspmma,24
WormTensor,24
ADPclust,24
ldsr,24
SWMPrExtension,24
funLBM,24
CauchyCP,24
doseminer,24
EESPCA,24
nlpred,24
ECLRMC,24
intcensROC,24
scRNAtools,24
fasterElasticNet,24
PopGenome,24
AFheritability,24
rdd,24
auctionr,24
geneHapR,24
FuzzyStatProb,24
jack,24
autoMFA,24
pcr,24
gapfill,24
samurais,24
blockcluster,24
assertive.data,24
assertive.data.us,24
saeMSPE,24
forecastML,24
gbp,24
CircSpaceTime,24
runstats,24
bulkAnalyseR,24
moranajp,23
ParBayesianOptimization,23
fipp,23
GhostKnockoff,23
ActFrag,23
CopSens,23
highmean,23
BDP2,23
BHH2,23
evobiR,23
chemmodlab,23
coursekata,23
usfertilizer,23
RSiteCatalyst,23
mobilityIndexR,23
gains,23
RWinEdt,23
LinkageMapView,23
shipunov,23
rpdo,23
DRAYL,23
BisRNA,23
RcppGetconf,23
HCT,23
Tendril,23
uHMM,23
fssemR,23
IPDFileCheck,23
heuristicsmineR,23
hilbert,23
SMME,23
HPLB,23
tukeyGH,23
sesem,23
mshap,23
clusterHD,23
CausalGAM,23
ICAMS,23
evian,23
coca,23
rdrop2,23
wiseR,23
sparktf,23
AFM,23
endogenous,23
DtD,23
RSGHB,23
DISTRIB,23
cvwrapr,23
FORTLS,23
AnaCoDa,23
asymLD,23
tidytidbits,23
leafR,23
pstest,23
zic,23
SATS,23
bqmm,23
ggpower,23
retraction,23
gadget2,22
seAMLess,22
FactorsR,22
doremi,22
diffeRenTES,22
equaltestMI,22
dlbayes,22
DGM,22
meltr,22
shiny.reglog,22
leafletZH,22
BE,22
BRDT,22
lodi,22
beginr,22
triversity,22
PUPAIM,22
agtboost,22
sparsereg,22
dataCompareR,22
PSS.Health,22
IOHanalyzer,22
graphkernels,22
siqr,22
robustcov,22
autoRasch,22
brlrmr,22
TransTGGM,22
dse,22
oncrawlR,22
SRCS,22
PoA,22
countToFPKM,22
bettermc,22
TP.idm,22
SpatialKWD,22
PRIMME,22
safetyGraphics,22
spaceNet,22
DYNATE,22
assertive.matrices,22
reutils,22
mlmm.gwas,22
dnapath,22
missSOM,22
scLink,22
aws.alexa,22
psData,22
DACF,22
elec,22
xtune,22
mcmcOutput,22
ivsacim,22
bayesAB,22
rggobi,22
kinship,22
RArcInfo,22
circlesplot,21
cmrutils,21
RpeakChrom,21
gamlss.foreach,21
AssocTests,21
multiMarker,21
mined,21
higlasso,21
deeptrafo,21
nonlinearICP,21
bgmm,21
LibOPF,21
rcaiman,21
MCDA,21
ggasym,21
lwqs,21
mlmts,21
Biostatistics,21
HostSwitch,21
SFS,21
MIICD,21
Nozzle.R1,21
simplextree,21
cofeatureR,21
ggrasp,21
isotracer,21
diseq,21
lira,21
cluscov,21
complexplus,21
GenoScan,21
ARpLMEC,21
animalEKF,21
PhageCocktail,21
KnockoffScreen,21
HCTR,21
NestedCategBayesImpute,21
WaverR,21
arctools,21
SymbolicDeterminants,21
wowa,21
dmri.tracking,21
geoFKF,21
SNPknock,21
CAMML,21
ggdark,21
DSSP,21
ceg,21
XRPython,21
neighbr,21
gamlss.spatial,21
bestridge,21
APtools,21
gRapHD,21
hJAM,21
QuantumOps,21
TESS,21
SMITIDstruct,21
rjmcmc,21
earlywarnings,21
febr,21
FuncNN,21
HMP,21
sprintr,21
aboveR,21
ICEinfer,21
andurinha,21
arse,21
sensitivityCalibration,21
assertive.data.uk,21
geoknife,21
BcDiag,21
BioCircos,21
gbs2ploidy,21
meteorits,21
ypssc,21
rmdl,21
RKHSMetaMod,21
cPCG,21
mmcif,21
xROI,21
jpmapdata,21
chessResults,21
clim.pact,20
l1ball,20
catmap,20
canadacovid,20
psycModel,20
MultiVarMI,20
abnormality,20
AnimalHabitatNetwork,20
BoolFilter,20
BNSL,20
bigGP,20
IGoRRR,20
DDPNA,20
extRatum,20
EpiILMCT,20
mar1s,20
CrossVA,20
div,20
gwavr,20
kdtools,20
gamreg,20
qat,20
AutoPipe,20
BCSub,20
lidaRtRee,20
cryst,20
decon,20
Routliers,20
SDEFSR,20
fmf,20
gghilbertstrings,20
clespr,20
adaptMT,20
BayesDA,20
ushr,20
SpectralMap,20
rosetta,20
pendensity,20
CureAuxSP,20
pca3d,20
EM.Fuzzy,20
halfcircle,20
siar,20
Irescale,20
BOSO,20
GGMselect,20
forestPSD,20
dynprog,20
ohtadstats,20
DLSSM,20
SMITIDvisu,20
sumFREGAT,20
llbayesireg,20
quantoptr,20
AMORE,20
CIMPLE,20
cgrcusum,20
SOPIE,20
netregR,20
PieceExpIntensity,20
peermodels,20
ggcorset,20
ART,20
SPARSEMODr,20
rxode2parse,20
spsurv,20
MGMS2,20
DRDRtest,20
autocart,20
MVNtestchar,20
RWmisc,20
GADMTools,20
bigMap,20
prettyR,20
ftsspec,20
TSdbi,20
CASMAP,20
ltsspca,20
infinitefactor,20
PanCanVarSel,20
factorial2x2,20
pwr2,20
hypsoLoop,20
spBFA,20
sirus,20
survival.svb,20
tidymv,20
ctreeMI,20
Rosenbrock,19
SBMSplitMerge,19
mapping,19
inldata,19
NFCP,19
fc,19
mustashe,19
sovereign,19
GLMaSPU,19
GRANBase,19
dfpk,19
AcousticNDLCodeR,19
RSurveillance,19
extraTrees,19
enc,19
WSGeometry,19
PCICt,19
sbo,19
PMAPscore,19
lpme,19
LPKsample,19
datasailr,19
ConConPiWiFun,19
Spillover,19
rNOMADS,19
BayesBEKK,19
HydeNet,19
signatureSurvival,19
GRCdata,19
HMPTrees,19
MEGENA,19
RcmdrPlugin.GWRM,19
appler,19
qspray,19
IMEC,19
varjmcm,19
bltm,19
BayesianGLasso,19
Relatedness,19
greta,19
dGAselID,19
BiSEp,19
fastdigest,19
SeqFeatR,19
skynet,19
ExomeDepth,19
disprose,19
orcutt,19
colocr,19
prioGene,19
APfun,19
PrevMap,19
QTOCen,19
CorBin,19
icRSF,19
clockSim,19
forestRK,19
DIconvex,19
dSVA,19
AHM,19
matrixStrucTest,19
boomer,19
postGGIR,19
covTestR,19
suddengains,19
statcanR,19
Rhpc,19
lavDiag,19
CondIndTests,19
ALTopt,19
ggpol,19
ggheatmap,19
rprev,19
SenTinMixt,19
rcldf,19
autoMrP,19
elbird,19
ieeeround,19
FreeSortR,19
MSRDT,19
FCSlib,19
CADStat,19
REPTILE,19
cultevo,19
acs,19
dvmisc,19
CorReg,19
Taxonstand,19
fourPNO,19
poolABC,19
TSodbc,19
ICRanks,19
BayesSpec,19
FRESHD,19
RationalMatrix,19
superMICE,19
regexPipes,19
DSDRM,19
RMBC,18
CohortPathways,18
condusco,18
MPTmultiverse,18
bor,18
MatTransMix,18
MAAPER,18
nonet,18
prettyglm,18
xsp,18
VicmapR,18
forecastSNSTS,18
deepdive,18
osc,18
tvthemes,18
mirtsvd,18
localsolver,18
luca,18
EmiStatR,18
EventDetectGUI,18
LPGraph,18
SimSurvNMarker,18
LowWAFOMSobol,18
simpleMLP,18
RTIGER,18
LavaCvxr,18
HMMEsolver,18
STAT2,18
RJcluster,18
ccmm,18
BayesARIMAX,18
npIntFactRep,18
surbayes,18
CEDARS,18
expandFunctions,18
scAnnotate,18
IGCities,18
RsimMosaic,18
vesselr,18
Rwtss,18
SLTCA,18
JOUSBoost,18
setwidth,18
EventDetectR,18
FLLat,18
FIT,18
RCDT,18
viraldomain,18
HeritSeq,18
subformula,18
roots,18
bayescopulareg,18
rifle,18
EScvtmle,18
dexterMST,18
mapsFinland,18
QCAtools,18
galigor,18
ivitr,18
binGroup2,18
plotDK,18
peRspective,18
sonicscrewdriver,18
mLLMCelltype,18
bwsTools,18
sdpdth,18
iemiscdata,18
apc,18
ewoc,18
GseaVis,18
dbcsp,18
gfiExtremes,18
xtensor,18
cape,18
evidence,18
Semblance,18
CPAT,18
GoogleImage2Array,18
dragon,18
rma.exact,18
DoEstRare,18
SobolSequence,18
RamanMP,18
tframePlus,18
BiBitR,18
ACA,18
fwsim,18
biosurvey,18
NNTbiomarker,18
varian,18
flamingos,18
vagam,18
duke,18
penPHcure,18
ph2bye,18
NCBI2R,18
IMR,18
LinearDetect,17
Rcpp11,17
rsetse,17
shinydlplot,17
cometExactTest,17
conformalClassification,17
repo,17
OSTE,17
FairMclus,17
BBSSL,17
BEST,17
BHTSpack,17
parlitools,17
qqboxplot,17
TextForecast,17
binomialRF,17
MODIS,17
EcoIndR,17
BayesDLMfMRI,17
hapsim,17
evanverse,17
locpolExpectile,17
lorenz,17
HDCI,17
LPRelevance,17
MABOUST,17
sybil,17
rminizinc,17
RankAggregator,17
glycanr,17
NADIA,17
Ryacas0,17
stacomiR,17
scUtils,17
MEPDF,17
PPLasso,17
mdhglm,17
groupTesting,17
bggAnalytics,17
ISAT,17
GeneralisedCovarianceMeasure,17
rSHAPE,17
amanida,17
combinationpvalues,17
highSCREEN,17
dplyr.teradata,17
kerastuneR,17
kernplus,17
ChoR,17
geouy,17
lsbs,17
evclust,17
cooccur,17
jiebaRD,17
jstor,17
onc.api,17
SPOTMisc,17
simpr,17
support,17
netcontrol,17
DriftBurstHypothesis,17
tgver,17
survival666,17
PLSiMCpp,17
BENMMI,17
ibdreg,17
misreport,17
CSGo,17
DataFakeR,17
eurocordexr,17
iCARH,17
ncpen,17
TE,17
influxdbclient,17
covidregionaldata,17
deepregression,17
mbrglm,17
prclust,17
mknapsack,17
nice,17
DataCombine,17
viralmodels,17
naturaList,17
gitlink,17
coxrt,17
Plasmidprofiler,17
MVLM,17
survivalMPLdc,17
EcoHydRology,17
fscaret,17
bayesdistreg,17
mirtjml,17
CohortExplorer,17
latentgraph,17
SRTsim,17
trimmer,17
fitode,17
schtools,17
MixviR,17
stoRy,17
vanquish,17
rWCVP,17
rfigshare,17
MiMIR,17
teamr,17
psAve,17
derrick,17
dseplus,17
BayesSurveillance,17
lazyarray,16
rkeops,16
rfishnet2,16
rbokeh,16
MixAll,16
BClustLonG,16
cloudos,16
NMI,16
capn,16
cglm,16
mcunit,16
mnreadR,16
AncestryMapper,16
BOSSreg,16
DramaAnalysis,16
GPM,16
robustBLME,16
RcmdrPlugin.EACSPIR,16
digitize,16
hindex,16
nomesbr,16
WGScan,16
WikidataQueryServiceR,16
manet,16
covid19swiss,16
scalpel,16
rTorch,16
rsat,16
processanimateR,16
greta.gp,16
ClinReport,16
AugmenterR,16
HI,16
HMMmlselect,16
HKprocess,16
bratteli,16
precondition,16
tvgeom,16
SCVA,16
vegtable,16
sharpr2,16
AssetCorr,16
googleCloudRunner,16
gpg,16
depigner,16
opera,16
crso,16
multiROC,16
grand,16
distr6,16
papci,16
comparer,16
ox,16
compdb,16
pkr,16
BioMark,16
Rfssa,16
CollapseLevels,16
Zelig,16
visaOTR,16
GOxploreR,16
povmap,16
GMKMcharlie,16
FishResp,16
cesR,16
episcan,16
gmeta,16
GHap,16
memochange,16
curstatCI,16
PredCRG,16
msltrend,16
auctestr,16
SortedEffects,16
einet,16
babsim.hospital,16
nzelect,16
odeintr,16
fmerPack,16
jocre,16
caRpools,16
CornerstoneR,16
PepSAVIms,16
mccf1,16
sfo,16
image.textlinedetector,16
conogive,16
whSample,16
ast2ast,16
CVEK,16
SimHaz,16
bdvis,16
